Index,Room_Og,Room_Changed
2619,41,41
611,41,41
2135,241,241
5963,41,1
10132,41,41
3810,241,41
12462,241,162
8484,41,241
10524,41,41
2811,1,1
7600,41,1
5102,162,162
4332,241,162
8412,41,41
11316,41,241
12634,41,1
5761,41,1
438,41,41
2046,41,241
5587,41,41
2062,41,41
3147,41,1
10755,41,41
8174,41,41
11997,41,41
4361,241,162
455,1,162
12210,41,41
7970,41,162
8804,41,41
4288,41,162
2493,1,1
7877,41,162
8810,41,162
2954,41,162
3756,241,1
11964,1,241
11817,41,41
11867,241,1
2882,41,241
10427,1,41
9977,41,162
12677,41,1
1282,241,41
3632,41,1
11683,41,1
1982,41,162
10361,41,241
9615,41,241
1865,241,41
