Index,Room_Og,Room_Changed
9404,41,241
10268,241,162
4522,41,41
3725,241,162
2094,41,1
9519,41,1
4948,41,162
2730,41,162
10388,1,41
11119,41,1
8931,41,1
3757,241,241
2197,41,241
870,41,41
9097,41,41
7830,241,41
11461,41,1
5099,1,241
628,241,241
12252,41,241
5812,41,241
11542,41,1
8121,41,162
7371,1,162
6775,41,162
5642,41,162
11935,41,162
9649,41,241
8953,41,241
10380,41,1
6832,41,162
5275,41,1
9333,1,1
9858,1,241
9091,41,241
7305,41,241
3036,41,41
5747,41,241
980,41,1
5935,41,241
728,241,41
8308,41,1
9294,41,41
7543,241,162
3479,41,241
8544,41,41
11285,41,241
5219,41,41
10930,41,241
5367,241,241
