Index,Room_Og,Room_Changed
4535,41,41
10393,1,241
10450,41,41
69,41,162
6880,41,1
9952,41,162
1471,41,162
1175,241,41
10769,41,241
2290,241,162
7304,41,241
1112,41,41
10187,41,41
12230,241,241
8968,41,241
10498,1,41
1921,41,41
10294,41,1
1892,41,1
2284,1,162
5843,241,241
1902,41,162
38,241,41
3810,241,1
11006,41,162
6234,41,41
2472,41,162
13078,241,162
7296,41,1
11704,241,41
7695,41,41
351,241,162
6320,162,162
6128,41,41
6961,41,41
11954,41,241
7462,41,1
11283,241,241
2938,41,241
11337,41,241
1748,41,162
8587,1,1
2705,41,241
6641,241,41
6358,41,41
9515,41,162
8513,41,1
3503,1,241
5793,41,1
3535,241,162
