Index,Room_Og,Room_Changed
1906,41,1
3395,41,1
8683,241,41
1974,41,162
13050,41,162
2231,41,41
2669,41,241
2430,1,1
6000,162,41
2220,1,162
12756,41,1
8551,41,41
11204,41,41
680,1,162
12827,41,41
11312,41,241
3081,1,1
1380,41,241
12263,41,162
11455,41,41
4221,41,1
970,41,162
12568,41,241
7305,241,1
5492,41,162
3823,41,1
9613,41,41
7020,41,241
5963,41,1
7807,41,162
5409,41,241
12001,41,41
432,241,241
4175,241,162
2855,241,41
10936,41,241
12080,1,241
9305,41,162
11006,41,1
9213,241,41
8687,41,162
6941,41,41
2676,41,241
653,41,162
2894,41,162
1790,241,1
6837,1,241
3217,41,1
11643,1,162
10584,241,41
