Index,Room_Og,Room_Changed
9987,41,1
12503,1,41
11537,1,162
5689,41,1
13087,1,162
12131,241,41
5221,41,241
579,1,1
1518,241,41
1549,41,1
6855,41,241
12437,41,41
9039,41,1
11901,41,162
7998,41,241
405,241,241
1691,41,41
11101,41,241
12800,41,162
10448,41,1
12985,41,241
7365,41,241
12444,241,1
8478,41,41
2919,41,1
7122,241,41
603,41,41
11311,41,241
4735,41,1
9934,41,241
7089,41,1
8259,241,241
1176,41,1
13119,41,41
1654,41,162
2670,41,162
912,41,241
11969,41,41
11939,162,162
2367,241,162
3518,41,41
7757,41,1
5021,41,1
10738,41,162
10861,41,1
109,1,162
5716,1,1
9682,1,162
6024,1,162
2231,41,241
