Index,Room_Og,Room_Changed
5572,41,41
3465,41,41
2958,41,1
2117,41,241
10506,1,41
702,41,41
5887,41,241
9983,41,1
4585,41,241
9215,241,162
10217,241,1
11823,41,162
5822,1,1
910,241,1
5688,41,41
9734,1,1
7792,1,162
781,241,241
11048,41,162
6492,41,162
3414,41,162
10935,41,41
651,41,41
7089,41,241
7685,1,41
2549,41,41
3629,41,1
8655,41,162
3475,41,1
2111,241,41
5386,41,241
5815,41,1
4249,1,41
8084,41,1
11979,1,241
3764,1,162
4062,41,41
3505,1,162
2358,41,1
12292,1,1
2785,41,1
5618,1,162
3821,41,41
6177,41,241
4786,41,241
11156,41,162
9777,41,1
10568,41,41
3427,241,241
2069,41,162
