Index,Room_Og,Room_Changed
5316,241,41
743,41,1
6365,41,41
5263,41,1
6325,41,162
8771,41,162
6605,41,162
2606,1,241
13003,41,162
274,41,241
10657,41,162
11699,241,1
6247,241,41
3713,1,41
3639,41,1
10273,241,1
1998,241,41
2194,41,41
1227,241,162
8539,41,241
2447,1,41
12887,241,162
2504,241,1
6882,41,162
11583,41,162
11350,41,1
8777,41,162
1074,41,1
12788,241,241
11417,41,241
5939,1,1
3369,41,241
7832,41,1
13118,41,41
8957,1,241
3856,41,241
8572,241,241
6131,41,41
5499,241,162
6348,41,162
11267,41,162
9964,1,41
970,241,41
1013,41,41
4343,41,1
7608,41,241
3761,41,41
6826,41,41
11664,41,1
3228,41,1
