Index,Room_Og,Room_Changed
5700,41,1
5790,1,41
5665,241,41
3326,41,241
5735,41,241
3782,41,241
2109,41,241
1066,41,41
5996,41,162
12831,41,1
2833,41,241
8729,1,1
8185,41,1
11455,41,1
9021,41,241
4540,41,241
5606,41,241
5903,41,241
10104,41,41
9419,241,1
4638,41,41
1246,41,1
10556,241,1
7435,241,41
3718,41,162
12936,162,162
3233,1,41
8851,1,41
1724,41,162
12146,241,162
6560,41,41
3626,41,162
4437,241,1
5705,41,241
3181,1,1
3346,1,241
752,241,162
9308,41,1
4512,41,41
6730,41,41
11556,1,241
136,1,41
7702,41,1
2442,41,162
12008,41,1
5066,41,1
3852,1,162
12426,41,162
1738,41,41
10822,41,41
