Index,Room_Og,Room_Changed
12889,41,41
33,241,41
2379,41,241
11597,241,162
12635,41,241
5313,241,41
13015,1,41
3245,41,41
1203,41,41
258,1,162
7197,41,41
11153,41,1
5330,41,162
12994,41,162
9182,162,41
5050,41,1
7781,241,1
4385,41,41
1056,1,241
4021,241,241
3511,41,241
5169,41,162
12297,1,41
1905,41,41
3377,41,1
12584,41,1
1148,41,162
12495,241,1
2882,41,241
4286,241,162
1073,41,162
9990,41,162
310,241,41
6985,41,162
81,41,241
9230,41,1
4648,241,162
1042,41,241
5210,41,41
12452,41,241
8054,41,41
6014,41,162
12645,1,162
12883,162,162
4567,1,1
12055,41,41
7661,41,241
1996,41,41
10871,241,1
9407,41,162
