Index,Room_Og,Room_Changed
1221,41,241
12943,41,41
3196,41,241
711,41,1
9460,41,162
7926,41,241
9907,1,41
6612,41,41
9607,1,162
5221,41,162
4246,41,1
10330,41,162
9655,241,41
703,41,1
10994,41,241
1170,41,241
12391,241,241
7661,41,1
2770,41,41
12431,41,241
11540,41,1
7741,41,241
1314,41,1
157,41,1
9523,1,41
13020,41,41
2198,41,162
2107,241,1
5112,41,41
5196,41,241
3502,41,241
5095,41,41
1066,162,241
8435,41,162
12392,1,162
721,1,162
8180,41,1
10772,41,41
2640,41,241
11386,241,41
12789,41,1
8951,1,162
10895,41,162
1501,241,162
6917,41,241
10650,41,162
5164,41,41
4070,41,41
7574,41,41
12329,241,162
