Index,Room_Og,Room_Changed
1626,241,241
6052,41,241
8297,41,162
11837,162,241
10092,41,241
3656,41,162
11349,41,41
3788,41,162
7622,41,41
7176,41,41
356,41,241
6287,41,1
7342,41,241
6292,41,41
6211,41,162
12608,41,1
2168,41,1
8391,1,241
6965,41,162
10812,1,241
12325,41,241
11455,41,162
11090,41,162
4825,1,162
11261,41,241
7447,41,1
11884,41,241
12577,41,1
12233,1,41
1740,41,241
318,1,162
8440,41,162
536,41,241
12681,41,1
5293,241,162
4324,41,41
6321,1,241
4380,41,162
1380,1,241
7144,41,241
791,1,41
5908,41,162
5760,41,41
10507,41,162
1816,41,241
12175,41,1
10447,41,162
11630,41,1
2793,241,241
8411,41,41
