Index,Room_Og,Room_Changed
10715,41,162
2532,241,41
1733,41,41
2391,162,1
2278,41,1
5584,41,162
6480,241,241
5668,41,41
11791,41,241
1111,41,41
10841,41,41
7919,41,1
4959,41,162
8643,41,41
2109,41,241
6994,41,241
10010,241,241
3320,241,1
9226,41,41
1723,41,41
10465,41,41
11803,241,162
9091,41,41
7429,41,1
2308,41,1
8110,1,162
10832,41,1
6169,241,1
2123,41,1
10123,1,41
4652,241,41
11229,241,241
8655,241,241
3195,41,162
9949,241,241
8995,241,41
2432,41,241
913,41,41
1022,41,41
10938,41,1
10730,41,1
3428,41,241
2476,41,162
2657,41,241
2215,41,162
3690,41,162
2152,1,241
9993,41,1
1039,1,241
4241,1,41
