Index,Room_Og,Room_Changed
6513,241,1
10332,1,41
10361,41,41
7360,241,41
5206,162,1
1275,1,241
4921,241,162
5975,241,41
5534,241,41
11285,41,41
7683,41,1
10736,41,1
1559,41,41
10511,241,1
12553,1,41
1619,41,241
1533,1,41
12511,1,162
235,41,1
3954,41,241
10631,41,241
2103,241,241
2201,41,1
557,41,41
3604,1,241
7722,41,241
11079,1,162
1158,241,1
10065,241,1
1630,41,1
7361,241,1
7253,41,1
7491,41,1
12260,41,162
418,41,241
461,41,41
5291,41,1
716,41,41
4102,41,1
1221,41,41
6572,1,241
12079,241,162
8420,241,41
11325,41,241
6451,1,41
6972,41,162
11584,41,41
9745,41,41
11557,1,162
2736,41,162
