Index,Room_Og,Room_Changed
8927,41,1
5287,41,41
390,41,1
11439,241,162
11398,41,241
10293,41,241
11839,41,241
2328,1,241
9522,41,162
1723,41,162
6316,41,41
7439,41,162
11219,1,162
8827,41,41
5618,1,241
9443,41,1
6218,41,41
11436,41,41
7493,41,241
4788,41,41
9086,41,162
4017,241,162
10039,41,162
4900,41,241
667,1,241
12362,41,41
7518,1,162
10831,41,41
171,41,162
3542,241,241
9778,41,162
7794,41,241
7879,41,41
10418,41,41
6688,41,241
4214,41,1
278,41,1
4703,41,162
5072,241,1
7855,41,241
12311,241,1
447,41,1
10945,41,241
10169,241,1
8635,1,162
12119,41,162
9380,41,1
5051,41,162
5843,241,1
540,41,162
