Index,Room_Og,Room_Changed
1036,41,162
10896,41,162
3362,41,162
8170,41,162
10966,41,41
226,41,1
2772,41,1
6391,41,162
8164,1,162
3677,41,41
12836,41,1
7665,41,1
11695,41,241
7586,41,162
11141,241,241
6759,41,41
7782,41,1
4634,241,162
704,41,41
761,41,1
8318,41,241
4642,41,1
3022,1,241
2486,41,41
831,41,1
33,241,162
12381,241,41
11798,41,1
12112,41,1
6307,1,41
3044,41,162
7485,41,41
10145,41,162
6056,1,41
12515,241,41
1839,41,241
6584,41,241
11725,41,1
6942,41,241
13098,241,1
1808,41,41
8563,41,241
9463,41,1
4919,241,241
3441,1,241
6040,41,1
3173,241,162
11096,241,162
4134,1,241
11020,1,162
