Index,Room_Og,Room_Changed
1997,41,1
1510,41,162
8060,41,1
3970,41,1
3469,41,162
2711,162,41
11413,41,41
8259,241,241
1784,241,241
12132,1,41
11674,162,162
9698,41,41
5289,41,1
11807,41,162
7989,41,1
4998,41,1
10182,41,241
6910,41,1
10541,241,241
12170,241,1
1065,162,162
6474,41,1
3668,241,1
3768,41,41
3213,1,241
5018,241,241
8386,1,162
11253,41,162
11793,41,241
11457,41,1
3887,41,241
9580,41,241
12997,41,241
12368,41,241
3332,241,241
8956,41,241
4945,41,1
11967,41,41
6108,241,162
7198,41,41
9272,41,41
9747,1,1
6175,41,241
7209,41,162
2651,41,162
987,241,41
7471,41,241
9294,41,1
5575,162,241
4481,41,241
