Index,Room_Og,Room_Changed
9707,241,241
12144,41,41
3311,41,1
7270,41,41
12512,162,1
8191,41,41
5932,1,162
8669,41,162
2391,41,1
3234,1,241
1919,241,41
11843,41,1
3997,241,1
10618,41,41
11416,41,241
8999,41,41
10058,41,41
5886,1,241
4965,41,1
4129,41,41
3243,241,162
11277,41,1
6690,1,41
2698,41,162
12317,41,241
9927,162,241
5551,241,241
8982,41,162
7667,41,162
3324,41,162
4697,41,162
8393,41,162
8721,41,162
9631,241,162
12477,41,162
11006,41,162
4386,41,162
11103,41,241
7211,1,162
12294,41,41
3545,41,241
10348,41,241
11320,41,41
52,41,162
3060,41,162
6658,41,241
3643,41,241
10151,41,41
10842,41,41
8836,241,241
