Index,Room_Og,Room_Changed
4265,41,1
7509,241,241
8700,41,41
5219,41,41
10536,41,162
750,241,41
921,41,41
6139,241,241
2019,41,41
4720,41,41
8812,241,162
10415,41,41
3190,241,241
258,1,241
2443,41,41
6730,41,241
7163,41,41
7219,162,1
6637,241,241
11588,41,41
12212,41,162
10180,41,1
2985,41,41
8451,41,241
9066,41,1
10784,41,41
2717,41,1
1989,41,41
7798,41,162
6121,41,162
3141,41,1
3219,41,41
508,41,162
2880,241,1
5408,41,1
6648,41,241
9806,1,1
8354,41,41
3172,1,162
11833,162,241
1668,41,1
3611,41,241
11254,41,1
6991,41,1
2707,41,241
896,41,162
9369,241,162
28,41,162
742,1,41
9741,41,162
