Index,Room_Og,Room_Changed
13022,41,241
2109,241,41
10896,41,41
1776,41,41
8658,41,41
6475,41,162
10820,41,241
7154,41,1
666,41,41
8934,41,1
6368,41,1
11678,41,162
10737,41,41
6942,41,1
8263,1,41
3926,41,162
1414,41,41
1652,241,241
9637,241,41
11791,41,241
6490,41,241
12347,41,241
6618,241,1
8174,162,41
7747,41,241
1612,41,241
2852,41,162
12033,41,162
10234,41,1
5036,1,41
502,41,162
12220,41,241
2335,41,41
11436,41,41
1749,1,241
4763,241,1
7732,241,241
11458,41,162
3996,41,162
11451,41,41
11949,41,41
3475,41,241
11061,241,162
12406,41,1
3128,1,162
2589,1,41
10811,41,162
2363,41,162
464,41,241
11852,41,162
