Index,Room_Og,Room_Changed
5835,41,162
3026,41,1
10424,1,41
7977,41,1
2785,41,1
9232,41,162
11805,41,41
6302,41,1
5522,1,241
8707,241,241
10966,41,162
9753,1,41
8617,41,41
9826,41,1
5241,1,241
6652,41,241
10924,41,1
7321,41,162
1674,41,1
7590,162,1
11268,41,162
2199,41,162
11997,41,162
7367,1,241
11455,41,162
7657,41,241
10529,41,41
10192,41,162
12451,1,241
10362,41,241
6207,41,241
12216,41,41
336,41,162
7592,241,1
10361,41,41
7751,241,162
9442,41,41
12186,1,162
6235,41,1
9018,41,241
12813,241,162
5848,41,162
12062,41,162
10139,41,162
3079,41,241
8086,41,241
7921,41,41
11464,41,1
6977,41,241
777,41,162
