Index,Room_Og,Room_Changed
12956,41,41
1246,41,241
3906,41,162
773,1,41
4605,1,1
4814,241,162
13053,241,1
5350,41,1
10252,41,41
4137,41,241
348,41,162
11989,41,162
4125,241,241
6645,41,1
3615,241,162
6256,41,241
10112,241,241
11304,1,41
5405,41,41
7266,41,1
2758,41,241
4793,41,162
8787,241,1
2815,41,162
3979,41,162
8640,1,41
7644,41,1
11445,41,41
9603,41,41
5634,41,41
1410,1,162
12338,241,241
9800,41,162
11166,41,41
7036,41,162
6473,41,1
5412,41,241
3481,241,41
762,41,41
2078,241,41
10566,41,1
4167,41,241
5014,41,41
12850,41,41
12206,41,41
8993,41,1
8862,41,41
9653,41,1
511,241,1
6056,241,1
