Index,Room_Og,Room_Changed
4552,241,1
5337,41,162
3711,1,162
12831,41,162
4434,41,1
10656,41,1
78,41,41
6308,1,1
12548,241,41
1532,41,41
7539,41,1
6418,1,162
6812,41,41
5453,241,241
7971,41,41
2963,41,41
10152,41,241
6697,41,1
5842,41,241
382,41,41
6647,41,41
9079,162,162
7107,1,41
12828,41,241
4788,41,162
11975,1,1
11764,41,162
9450,162,241
5789,41,162
10556,41,162
5058,41,1
5088,1,241
2586,241,241
8347,41,1
12018,241,1
5217,241,162
3418,41,162
2526,1,1
11379,41,41
2951,241,241
2316,241,241
12166,41,1
945,1,41
4667,41,41
7363,1,162
4886,41,162
7969,241,1
11887,41,241
92,41,162
11796,41,1
