Index,Room_Og,Room_Changed
7872,41,162
6898,41,241
9814,241,41
13056,41,241
8332,41,162
2246,41,162
5748,41,162
12400,41,241
12557,1,1
7374,41,1
11590,1,41
5809,41,241
5034,41,241
6313,41,41
12792,41,162
6661,1,241
12983,41,241
4575,41,41
7921,41,1
5526,241,41
2573,41,241
7290,41,41
5786,241,1
4282,41,162
5080,1,162
10285,41,41
4111,41,162
12303,241,241
11512,41,41
4826,41,162
1804,41,41
12135,41,162
1074,41,162
5643,41,1
4435,1,241
2224,41,1
5632,241,241
1002,41,41
2581,41,41
12010,41,1
1235,41,162
5610,1,241
12638,41,41
2361,41,162
3816,1,241
12809,41,241
12546,241,1
2274,41,162
365,41,241
11114,241,162
