Index,Room_Og,Room_Changed
12268,41,1
5646,41,162
11334,241,241
8964,41,241
12346,41,1
2883,41,162
5439,41,162
9248,41,241
2714,241,41
12731,41,241
449,41,241
12052,41,1
4274,41,241
12747,41,1
8384,41,241
119,41,241
5701,41,241
3272,41,41
9534,241,162
4739,41,41
8276,41,162
622,241,1
5744,41,41
4862,41,162
7151,1,1
9839,41,41
11835,1,162
1906,41,1
3011,41,241
10546,41,1
5314,241,1
4056,41,41
2089,41,162
8883,41,162
1089,41,41
1875,41,1
6131,41,41
67,41,162
1958,41,1
10994,41,162
9439,41,1
11466,241,162
808,41,1
2159,41,41
5248,1,1
7908,41,162
5073,241,162
7406,241,162
12439,41,162
8967,41,1
