Index,Room_Og,Room_Changed
5563,41,241
10684,41,41
5622,41,241
5992,1,1
4907,41,1
6533,241,241
5861,41,41
5612,241,241
10244,1,162
766,41,241
11713,1,41
8923,41,41
7776,1,41
7199,241,41
8800,1,41
2135,41,41
11366,41,41
6215,241,162
13005,41,241
12025,241,1
12006,41,1
4114,41,241
4491,241,1
2043,41,41
8713,41,41
7644,41,1
3116,241,41
1542,41,162
4462,41,241
3195,41,162
9910,41,41
2027,41,241
6954,41,241
11846,41,241
5510,41,41
11686,41,241
4848,41,241
12334,241,41
5529,41,241
12481,41,41
4214,41,1
12514,241,41
11495,241,1
8900,1,1
8218,1,162
4207,41,241
6741,41,1
6414,1,241
7373,41,1
8842,241,241
