Index,Room_Og,Room_Changed
4522,41,162
8648,41,1
135,41,162
2488,41,1
5136,41,162
9777,41,162
501,41,1
3290,41,41
10498,41,241
12354,41,1
9205,41,41
4700,41,241
6519,1,41
7101,41,1
6148,1,162
3201,41,241
4968,241,162
11251,1,41
1670,41,1
5235,41,1
4206,41,241
2907,41,1
12101,241,241
1084,41,41
6633,241,1
347,41,162
8931,41,41
5401,41,162
7539,41,162
7235,41,241
3167,41,162
7450,41,1
2611,41,162
2411,41,1
4157,41,41
5158,41,241
6839,1,162
5935,41,41
553,41,41
105,41,41
2195,41,1
1701,41,1
13048,41,162
4002,41,241
6009,41,41
5127,241,41
5148,41,1
3095,41,241
10616,162,1
5410,41,162
