Index,Room_Og,Room_Changed
4860,241,41
3480,241,41
4208,41,1
4246,41,241
6915,41,162
6132,241,1
1655,41,241
2711,162,41
720,1,41
2798,241,41
160,41,241
1832,41,241
5750,41,241
8409,1,41
11558,41,162
8044,241,41
8666,41,162
10056,41,241
10748,241,1
10409,41,162
8406,41,1
6432,41,162
2845,41,1
5021,41,1
13111,41,1
9023,162,41
4639,41,162
11935,41,162
8245,41,1
2152,41,162
2667,41,1
11390,41,1
5049,41,162
12288,1,162
7635,41,162
6730,41,241
4442,241,1
10536,241,41
13130,41,162
11617,41,241
11911,41,1
5179,41,241
7847,41,1
8867,41,241
12566,41,241
9119,41,1
4085,41,241
4661,41,241
2592,41,1
5712,241,162
5333,41,162
2098,41,162
6015,41,162
10419,41,1
3577,41,241
80,41,162
6720,41,241
10123,1,241
11794,41,241
12155,41,162
1074,41,1
3805,41,1
10386,41,162
11733,41,241
6552,41,241
5493,41,241
9530,41,241
1778,41,162
12554,41,162
12301,41,162
1244,41,241
3318,41,1
3430,41,1
9880,41,1
7373,241,162
13006,41,162
571,241,1
6359,41,162
5330,41,162
6124,41,1
11848,41,1
3964,41,1
5863,41,241
3234,1,241
951,41,241
4588,41,241
5176,1,162
2837,41,1
192,241,1
9883,41,1
5887,41,162
11896,41,162
13045,241,1
8925,41,162
5959,41,241
1853,41,241
10506,1,241
8468,41,162
10607,41,1
9989,41,241
5886,41,241
4892,41,241
845,41,162
3688,41,241
1693,41,1
7245,241,1
4936,41,1
9246,41,1
10942,41,162
5322,41,162
3209,41,1
11155,41,1
824,41,241
5699,41,241
12912,241,1
590,241,1
9913,41,162
4609,41,162
9547,41,1
5852,41,1
888,41,162
6443,41,241
3168,41,1
2754,41,1
8063,41,241
850,41,1
8393,41,241
1170,1,162
78,41,241
9509,41,162
11070,241,41
10717,41,1
946,241,41
9126,41,241
250,41,241
10944,41,162
7511,41,1
688,41,241
7624,1,162
5933,41,1
2048,241,41
4212,41,162
6297,241,162
5182,241,41
6754,41,1
837,41,241
2952,41,1
11560,241,162
6899,41,241
3200,41,241
1926,241,162
3263,41,1
4573,41,162
669,241,41
7148,241,162
11513,1,241
1539,41,241
12447,1,241
10709,41,162
9370,241,1
2377,1,162
7390,41,241
6376,41,1
3993,41,241
3325,41,162
4379,41,241
6683,41,162
4582,41,1
9812,41,241
9840,41,1
11407,1,162
1526,41,241
4353,41,1
12107,41,1
2937,41,1
11019,41,241
6429,41,1
6459,241,162
12116,41,241
4518,241,162
13093,41,162
5434,41,162
4885,1,162
1753,41,241
2889,41,1
2931,41,162
8396,41,1
10967,1,241
5475,41,241
9307,41,162
6332,41,1
343,41,241
1702,162,1
11612,41,162
161,41,1
7121,41,162
11971,241,1
9137,41,1
3850,41,241
7340,41,162
8476,1,241
1501,241,41
6807,41,162
2565,41,1
3901,41,1
7031,1,41
7728,241,162
5724,1,241
10466,41,1
7673,241,162
3216,41,1
11390,1,162
3523,41,1
7241,41,162
4192,41,1
11873,1,41
10718,1,41
10402,241,1
3959,241,1
6871,41,162
108,41,241
1346,41,1
11187,41,162
12618,162,241
806,41,162
4527,41,1
6383,41,1
11631,41,1
10188,1,241
11891,41,162
196,41,1
12295,41,241
3836,241,162
1598,241,41
12501,41,162
6234,41,1
8350,41,1
2431,241,41
7225,41,162
11605,41,162
7575,1,41
11410,41,162
703,41,162
12844,41,241
8976,41,1
8478,41,241
9515,41,162
4532,41,162
3554,41,241
8075,41,162
6326,41,162
1636,1,41
7830,41,241
10686,41,1
12375,41,162
4063,1,241
11692,41,162
7034,41,162
1472,241,41
2040,41,241
12006,41,241
6091,1,162
11810,241,162
2744,41,162
11351,41,162
9473,41,241
2933,241,1
10483,241,1
8126,41,241
1508,41,162
11537,1,162
11585,41,241
9470,1,162
11470,41,162
7658,41,1
12878,41,241
12262,41,162
7819,41,1
12609,1,241
5609,241,1
3515,41,1
10525,41,162
8399,41,1
1311,241,1
19,41,1
1962,1,162
9410,41,241
6882,1,241
8571,241,162
1072,41,241
3364,41,241
6018,41,162
2669,41,162
10430,241,41
4785,41,162
10611,41,1
1610,41,1
3688,241,41
12910,1,41
1320,41,241
3794,41,241
10055,241,162
4120,41,162
4706,41,1
7757,41,162
9097,41,162
5785,41,241
8345,41,162
12525,41,1
6162,41,162
124,41,1
4085,241,1
10255,41,162
5812,1,41
6442,41,241
6544,41,162
1494,241,1
8742,41,1
5865,1,41
6068,41,162
9156,41,162
3508,241,41
4122,241,41
1248,41,241
12101,41,241
11597,41,162
4366,241,41
787,241,162
7330,41,162
2188,41,162
3174,1,162
8102,241,41
8578,1,241
267,41,162
1721,41,241
5676,41,1
11228,1,162
5086,41,162
1780,41,1
2379,1,162
3592,241,41
3820,41,1
10981,41,241
1696,1,241
5766,41,162
4804,41,1
3213,1,162
12251,241,162
3201,41,1
8714,41,1
11458,41,162
7700,41,241
860,41,241
142,41,241
799,1,162
3987,241,41
5216,41,162
1715,41,162
2787,41,241
10544,41,162
8783,241,41
5784,41,241
12212,41,1
10463,41,1
9848,41,241
753,41,1
1272,1,241
3013,1,41
12783,41,241
1547,241,41
7056,41,1
8559,41,162
2334,41,241
2986,241,1
9560,41,1
7622,241,1
7283,41,241
551,41,1
1809,41,241
9173,41,241
10471,41,241
8237,41,162
11009,241,162
9281,241,162
5342,41,1
10807,41,241
6285,41,162
5054,41,1
949,41,162
1491,41,1
4285,1,241
10342,41,241
12406,162,1
37,41,162
12495,241,41
12025,1,162
3206,41,162
11710,41,162
7108,241,1
3711,1,162
10651,41,1
2178,41,162
2867,41,1
4843,241,1
12305,41,241
8162,1,162
10401,162,241
6405,1,41
2505,41,162
12039,41,241
4997,41,162
9443,41,1
12267,41,1
4842,41,1
12599,241,162
8516,1,41
13110,41,162
107,41,241
33,241,1
3556,41,241
2031,41,162
11763,41,1
6016,41,1
10106,1,41
9064,1,241
2248,41,241
9147,41,241
9493,241,162
10731,41,241
12598,41,162
12534,41,1
9047,241,1
6026,241,1
41,41,162
10729,41,162
9187,41,162
8204,41,241
9732,41,241
3092,241,162
12724,162,241
3701,241,41
3058,41,1
217,162,241
1372,41,162
7212,41,162
8493,162,241
11414,41,1
10915,41,1
11752,41,1
7712,41,162
8449,41,162
12653,41,241
2800,241,41
2212,41,1
9505,41,1
11535,41,241
7018,41,241
6923,41,1
6576,41,241
1165,41,241
1505,41,241
3627,41,162
7037,241,41
8372,41,241
704,41,1
4700,241,1
5049,162,1
7744,241,162
3143,41,241
7796,41,241
12600,41,1
6667,41,1
7609,41,1
1342,41,241
9949,241,41
1300,41,1
3846,41,241
9792,41,241
9682,1,241
12570,41,1
1101,241,162
4006,41,162
7179,41,241
6266,241,41
3029,162,1
862,41,162
8003,1,241
988,241,1
4448,1,241
4362,41,241
3632,41,1
3268,241,162
8055,41,1
6412,41,1
12332,41,162
5887,162,241
4208,1,41
1434,41,162
6845,41,162
3728,41,162
221,241,41
10941,41,162
2240,41,162
7417,41,162
10695,241,1
10719,162,41
637,41,1
6495,41,241
10344,41,1
10149,41,241
13005,41,241
7468,41,241
4078,41,241
8933,41,162
8308,41,241
7015,41,1
13111,1,162
3218,41,1
3837,41,162
9308,41,162
11092,41,1
5414,41,241
9071,41,162
11151,41,162
2292,41,162
9131,41,241
12334,241,1
8251,241,1
7584,41,162
3851,1,241
10943,41,162
12151,41,241
380,241,41
11643,1,41
6756,41,1
7252,241,162
10570,41,1
8555,41,1
6034,1,241
6943,1,241
5672,1,41
868,41,241
9601,41,162
12702,41,1
3030,241,162
9356,41,1
10599,41,241
1164,41,1
9328,1,241
1393,41,162
815,41,1
543,41,1
10597,41,241
6083,241,1
46,41,1
5387,41,162
6802,41,162
7694,41,241
9604,41,162
3238,41,1
7674,41,241
10850,241,1
5426,241,41
7076,41,1
11472,41,1
2908,241,1
2179,41,241
3123,1,162
2732,41,1
4795,41,162
2859,41,162
12576,241,41
7142,41,241
8177,41,241
7706,41,162
8947,41,1
6752,41,241
4505,1,162
12411,41,241
3425,1,41
10218,241,41
12690,41,1
9563,41,241
1773,41,162
9516,41,241
8875,41,241
679,241,1
10800,41,241
7485,241,1
12145,241,1
6246,1,241
5499,41,1
6226,41,241
8625,41,162
4529,41,162
560,41,162
4602,241,41
1580,241,162
11042,41,241
3676,41,162
8001,41,162
859,41,241
1073,41,162
11295,241,162
13009,41,241
4084,41,162
4145,241,41
7793,41,162
11311,41,1
6138,241,41
12088,41,241
2837,1,41
2371,41,241
2871,241,41
10016,41,1
11241,41,241
3818,41,241
11609,41,1
7613,41,241
3156,41,241
7316,41,241
9454,41,241
8700,41,1
13069,1,41
2095,41,162
4919,241,1
3727,41,1
10710,41,1
10949,41,241
11717,41,1
10419,1,241
941,41,241
2421,41,1
9394,162,241
2060,241,162
5943,41,1
230,41,1
12782,41,1
10352,41,241
4617,41,1
5031,1,162
7046,41,162
4801,41,241
9852,1,162
11868,1,41
12929,41,241
2950,241,1
2671,41,1
6505,41,1
6593,41,162
8759,241,41
7916,41,1
396,41,1
9742,41,241
2694,241,1
9809,41,241
5756,41,1
10857,1,41
556,41,1
746,1,162
1842,41,241
2398,41,1
1071,41,241
2524,1,241
8822,41,241
2171,41,1
778,41,241
7177,41,162
5046,241,162
5503,241,41
8535,41,241
3441,1,162
892,1,241
12317,41,162
7871,41,162
4081,1,241
4121,41,241
11222,41,162
9338,41,241
12642,41,241
4554,1,241
7812,41,241
4990,41,162
7944,1,241
12983,41,1
12349,41,1
8695,41,1
4993,241,41
12091,41,1
10659,241,1
9090,41,1
241,41,162
10265,1,162
7422,41,241
640,1,162
10468,41,241
5160,41,241
2546,41,241
203,1,41
10546,41,241
9055,1,241
5232,41,1
3456,241,162
2881,41,1
9406,41,241
1331,41,241
10910,1,41
4166,41,241
8121,241,162
1011,1,162
3073,41,241
7924,41,241
4522,41,241
3122,41,241
7736,41,162
86,241,41
5317,41,1
9299,41,1
12162,41,1
7080,41,162
1256,41,1
5788,162,1
2092,41,241
4841,41,1
1727,41,241
9223,1,162
238,41,241
3327,41,162
7886,41,241
12052,41,241
5445,41,1
3157,41,241
2647,41,1
12236,41,241
10512,41,241
2705,41,162
4232,1,241
8264,1,241
11798,41,162
10220,241,162
3331,1,162
3485,241,162
1258,241,41
9120,41,241
7662,41,1
422,41,241
12244,41,1
5818,241,162
10376,41,162
6426,241,1
1124,41,162
4658,1,41
4768,41,162
9923,1,162
9393,1,41
1625,41,1
8010,41,162
9433,41,1
9189,41,1
8883,41,162
6623,41,241
12746,41,241
8545,1,162
12625,41,241
4904,41,162
9721,41,162
12422,41,1
7320,241,162
7751,241,162
3965,241,1
10487,241,162
3809,241,162
1894,241,162
9991,41,162
9557,41,1
11744,41,241
5244,41,1
2042,41,162
10179,41,1
8640,1,241
4425,41,1
11483,41,162
12718,41,241
6657,41,162
1267,41,1
8611,41,1
11430,41,241
8838,41,162
7725,41,241
1451,41,162
10711,41,162
12943,41,162
3014,241,1
3574,41,162
7146,241,162
4562,41,162
7952,41,162
2379,162,241
12936,162,41
10512,241,1
7623,241,1
3434,241,41
4884,41,162
2781,41,1
2671,1,41
502,41,1
1124,162,241
6692,41,1
1319,41,241
566,41,241
259,41,241
4043,41,241
4508,41,1
6722,241,41
4445,241,1
7477,41,1
6547,41,162
3268,162,241
5313,241,41
12199,41,162
11028,41,162
2541,41,1
430,41,241
1386,241,41
9324,1,162
10098,41,162
1305,241,162
5521,41,162
417,1,41
8200,41,162
4394,41,241
6308,1,162
5581,41,162
8117,41,162
3519,41,1
11663,41,162
9905,1,162
1752,41,1
2079,41,162
320,41,1
7151,1,162
3949,41,241
9787,41,1
8646,41,241
3459,41,241
6406,241,1
11741,41,1
3516,41,241
6543,41,1
12076,1,241
1250,1,241
9214,1,162
7298,241,162
5554,41,241
1852,41,241
1948,241,41
11603,1,41
7504,41,162
9238,41,1
8069,41,1
6212,162,41
8255,41,162
11146,41,241
2982,41,241
12031,1,241
11252,41,1
1431,1,241
9530,241,162
7069,241,162
13085,41,162
6862,41,162
12038,41,162
8995,241,41
8141,41,1
449,41,1
3681,41,241
7270,41,162
9241,41,162
11527,41,162
5334,41,162
1879,41,162
1904,1,162
5840,1,162
6337,41,241
3514,41,162
7300,41,162
6208,41,162
253,241,41
10929,41,1
227,41,162
5323,41,241
12488,241,162
2992,41,241
6097,41,241
8097,241,41
11583,41,241
3043,41,162
9664,41,162
3274,41,162
1401,41,1
2000,41,162
94,41,241
6313,241,1
5771,1,41
117,41,162
13044,241,162
4859,241,41
6942,41,162
6121,41,1
6075,41,1
10161,241,162
1640,41,241
12924,1,41
4939,162,41
12318,41,241
12431,41,1
5676,1,162
11059,41,1
4758,241,1
12562,41,162
8356,1,162
12647,241,1
6425,241,1
11112,41,1
5429,41,241
7592,241,1
2849,241,1
9356,1,41
11380,241,1
11809,41,241
1271,41,162
10140,41,241
6713,1,41
11349,41,162
8459,41,241
9191,41,241
6457,241,41
4828,41,241
3932,162,241
9592,41,241
7189,41,1
12862,41,162
6837,1,162
1158,241,41
5821,241,1
7342,41,241
5383,41,1
12267,1,241
2124,41,241
7721,241,1
1161,41,241
8235,41,162
3313,41,241
4478,41,1
11758,1,41
10608,41,241
7211,41,1
789,41,162
1244,241,162
7198,241,1
10331,1,241
6299,1,41
5408,41,1
9362,41,241
12556,1,41
4155,41,241
3870,1,41
2397,41,162
183,41,162
3199,41,241
844,1,241
8774,41,1
9577,241,162
610,41,241
4220,41,162
335,41,162
12357,241,162
11237,1,41
1509,41,1
11604,41,241
8086,41,162
10835,41,241
3841,41,1
3819,41,241
199,41,241
12142,41,162
5450,241,41
12353,162,241
5537,41,162
10691,241,41
9507,41,1
8322,1,162
8512,41,241
8372,241,41
7805,41,162
5341,241,41
3779,41,241
12802,41,162
1150,41,1
1471,41,1
12629,241,162
7022,41,162
1021,41,1
11267,41,1
3041,41,1
12149,41,162
7113,162,241
6829,1,41
10698,1,41
7185,41,241
10605,41,1
12517,41,241
7577,41,1
236,41,241
11296,41,162
4583,41,162
4184,41,241
3108,241,1
1647,41,1
6765,41,241
2839,41,241
3684,41,241
8815,41,1
10392,41,241
1881,41,1
10253,41,162
11268,41,162
11761,41,1
5527,41,162
8884,41,1
10780,41,241
6391,41,241
1806,41,162
3792,41,241
12365,41,162
5106,41,1
12448,41,1
6836,41,241
2773,41,241
4412,241,162
12725,41,162
4936,1,162
11166,1,41
7760,41,1
6266,41,241
12403,41,162
12932,41,1
2946,41,162
12445,1,241
2063,1,41
1277,162,41
6603,41,162
8216,1,41
5925,41,241
2561,41,1
4557,41,1
7658,1,241
8554,41,162
3860,241,41
318,1,162
2978,241,41
7828,241,1
8972,41,241
9216,1,241
4060,41,1
341,41,1
7574,41,241
2237,241,41
5384,41,1
2873,241,162
11289,1,162
4933,41,241
4776,41,241
1622,1,41
1267,1,41
7155,1,241
5543,41,241
2446,162,41
3427,241,162
9079,41,241
10481,41,1
11470,162,41
10979,41,1
8294,41,1
12561,41,241
5749,41,241
7436,41,162
10794,41,1
913,41,1
182,41,241
12156,41,1
1395,41,1
1886,41,1
1093,241,162
7826,1,162
5799,41,162
9845,41,1
798,41,162
10070,1,241
4347,1,41
3562,241,1
11435,41,241
7679,1,41
1006,41,241
2759,41,241
8913,41,162
12066,41,241
8563,41,162
11262,41,162
7892,41,1
6845,162,1
12589,41,241
3245,41,162
10502,41,1
10144,41,241
11371,41,162
9310,41,162
7643,162,241
8658,41,1
1030,41,162
6137,41,162
5996,41,241
8519,41,162
8130,41,162
1155,41,1
601,41,162
5325,41,241
799,162,1
5920,162,41
564,241,1
2156,41,162
8614,41,241
2570,41,162
9143,41,1
4431,41,1
2626,41,241
13075,41,1
561,1,162
11939,241,162
4618,41,1
7008,241,162
1586,1,41
5211,41,241
5463,41,1
4031,41,162
5876,241,41
6785,1,162
2344,41,162
7887,241,1
2657,1,162
2160,241,162
10715,41,1
8136,41,162
7662,1,241
10482,41,1
2406,41,1
1071,241,1
