Index,Room_Og,Room_Changed
9821,241,162
3554,41,241
6982,241,162
11618,41,1
4442,241,1
12203,41,162
3412,41,241
1789,41,1
9084,41,241
9697,41,1
633,41,241
7551,41,162
9886,41,162
3093,241,41
1821,41,1
3125,41,1
4328,41,241
12680,41,241
12617,1,241
6431,41,1
8918,1,41
11424,41,241
1112,41,241
4761,241,1
9372,241,41
5075,41,241
1470,241,1
7020,41,1
3290,41,1
1885,41,241
10896,41,162
8595,41,162
1985,41,1
7176,41,241
641,41,162
10970,41,162
10212,41,162
5188,1,241
7642,41,1
9006,1,241
10443,41,1
8255,41,241
4776,41,241
8478,41,1
4924,41,241
9347,41,241
8734,241,162
3463,41,241
11186,41,1
2815,41,1
11693,41,1
11541,41,1
3012,241,41
3568,41,1
9588,41,241
5528,241,162
2310,41,162
11273,1,41
9732,41,241
12825,41,1
153,41,162
1236,241,41
7833,241,1
5498,241,1
7083,41,241
6016,41,162
13095,162,1
3963,241,41
6846,41,241
6835,41,1
7714,41,241
3763,1,41
6601,41,162
10374,241,162
11572,41,162
823,41,162
7530,41,1
11999,41,162
10520,41,1
9278,41,1
2764,41,1
645,41,1
7125,41,162
9197,41,1
6972,41,1
3577,41,241
7944,1,162
8651,41,1
9069,41,162
10256,41,241
3782,41,1
11532,41,241
9470,41,241
1654,41,241
6420,41,1
12015,1,41
1872,41,162
3784,241,41
1366,241,162
10676,41,1
11942,241,41
4737,41,241
3785,41,241
8803,41,162
11093,241,162
11348,41,1
5323,41,1
6325,41,162
5707,41,241
10330,41,162
12353,162,241
5527,241,162
403,241,1
10003,241,162
10738,41,1
4613,41,1
3188,41,241
12259,41,241
2622,41,1
12441,41,1
2210,41,241
2934,241,1
2173,1,41
12779,241,41
9930,41,1
8078,41,162
10757,41,1
1259,41,241
7384,41,241
2994,41,241
7654,241,1
2729,41,1
792,41,241
720,1,241
3069,41,1
789,41,241
11105,41,162
3592,241,1
9727,41,1
8897,241,1
805,41,162
12184,1,162
10356,41,162
9023,41,1
5783,41,1
8845,1,241
9393,41,162
7356,241,41
10766,41,1
1388,241,41
10313,41,241
1424,1,162
9290,162,1
12364,241,1
10395,41,1
1572,41,162
9375,1,241
12487,241,41
3940,41,1
6265,41,162
496,41,162
443,41,241
10979,41,1
638,41,241
13059,41,162
6565,241,1
5990,1,241
1850,41,1
6667,241,1
11530,41,1
7585,41,241
4646,41,1
8362,41,162
3118,241,1
10675,41,162
12327,1,41
8706,1,241
1320,41,162
3688,41,241
732,1,162
5633,241,41
63,41,162
12110,41,1
6087,1,162
5421,241,1
352,41,162
5765,41,241
4203,41,162
3772,41,241
5759,41,162
8923,41,162
11216,41,1
4868,1,241
5033,41,162
9754,41,1
7346,41,1
10239,41,162
7382,241,1
12678,41,1
4423,41,1
11553,41,1
10135,41,162
7034,241,41
12597,41,162
1138,41,162
6735,41,241
6107,1,241
125,41,1
10987,241,41
5066,41,1
6881,241,162
9063,1,41
12305,41,162
3704,1,41
1177,41,241
949,41,162
2598,1,241
10483,241,1
5180,41,162
1740,1,162
2013,41,241
4001,41,1
5284,241,41
11257,41,241
10200,41,162
9379,41,162
5463,41,1
11000,41,241
4970,241,1
7535,41,241
9745,241,1
12101,241,1
5579,241,162
12599,241,162
1242,41,1
2055,41,241
3964,41,1
7270,41,1
1123,241,162
9549,41,241
393,41,162
5892,41,1
3723,241,1
7537,41,241
1013,41,162
11097,41,162
12443,41,162
12866,241,41
1821,1,41
7461,41,162
4749,41,241
10562,162,41
5939,41,162
6136,41,1
11655,41,162
4543,241,162
9026,241,162
4253,241,162
5147,41,162
9683,1,41
8802,41,241
12169,41,162
3667,41,162
2276,41,241
5763,241,1
4726,41,162
10740,41,1
9397,241,1
4613,1,162
2722,241,1
11087,41,1
2881,241,41
3701,241,41
5193,41,1
2989,41,162
2030,41,162
11147,241,1
4040,162,241
6011,241,162
1661,41,1
8435,41,1
3863,1,41
6976,41,1
12812,41,162
10993,41,162
7888,241,41
12532,41,241
12583,41,162
6764,41,241
6387,41,241
466,241,1
11720,41,241
11244,41,162
2267,41,162
8269,1,41
3880,1,162
11483,41,241
5977,41,241
2869,41,162
12421,41,1
34,41,162
9272,41,241
1374,1,162
6310,41,241
1840,41,1
12032,1,41
12936,162,41
2829,41,241
634,41,162
12965,241,1
10563,241,41
10566,41,241
11692,41,241
9907,1,162
13027,241,1
10735,41,241
12862,41,1
7290,41,241
7817,41,241
5578,162,41
7071,241,1
12111,41,1
273,241,1
7841,41,162
1634,1,241
821,41,162
9837,41,1
9486,41,162
12900,41,162
3319,41,162
8571,241,41
3856,41,162
9590,41,1
2096,41,1
8287,41,241
8456,41,162
11526,41,241
12939,241,162
5696,41,162
12216,41,162
3747,241,1
12896,41,162
12671,162,41
2693,41,241
8838,41,1
5211,41,241
422,41,162
6225,41,241
243,1,41
5753,41,1
1166,1,41
8229,1,162
9311,41,241
5622,41,241
2406,41,1
7260,41,1
274,41,1
11890,41,1
6734,41,241
7417,41,1
6063,41,162
7169,241,41
666,1,41
5365,162,41
10809,41,1
10757,1,241
3212,41,162
1447,41,162
7440,41,1
9368,41,241
8815,241,41
9826,41,241
8714,41,241
3360,41,162
7121,41,1
7532,41,241
8395,41,1
5370,41,1
3240,41,162
9490,41,162
11492,241,162
7418,41,241
7970,41,1
2237,241,162
6538,41,162
2817,41,162
11399,41,241
8109,1,241
4264,41,162
12102,41,1
2162,241,162
5324,41,1
6502,41,162
8496,241,41
6772,41,162
1283,41,241
12309,41,241
10771,41,162
12206,41,241
8011,41,1
1882,41,1
10652,41,162
8882,41,1
3511,241,1
7621,241,1
10672,41,241
938,41,1
7951,1,162
2673,41,1
9507,41,241
6930,41,162
9841,41,1
2464,41,1
4714,41,1
7538,1,162
2822,241,162
10754,41,1
4234,1,241
1746,41,1
10053,41,241
1683,41,1
12566,41,1
8907,41,1
12750,1,241
1815,41,241
2689,41,1
12407,41,162
8506,41,1
10334,41,241
1342,241,41
4342,1,241
12865,41,1
9964,1,241
3618,241,162
2405,41,241
12903,41,241
3619,241,41
12645,1,241
8609,241,1
10641,41,241
10685,41,1
7758,41,241
6840,41,241
1289,241,162
10314,41,162
9120,41,1
6981,241,1
2434,1,241
8608,41,162
12573,41,241
4121,41,162
3013,1,41
463,41,241
10254,41,162
12551,1,241
510,241,162
8286,241,162
1890,241,41
3737,41,241
9842,1,41
1971,241,41
1196,41,241
2001,241,41
3504,41,241
12790,41,1
1024,41,241
12708,41,162
846,41,162
11633,41,1
452,41,1
9553,41,1
11638,41,241
10370,41,241
1318,1,241
2131,241,1
2412,41,162
4258,41,162
250,241,162
5889,41,162
2280,1,162
2812,41,241
2510,241,41
8785,41,162
10812,1,241
1695,41,162
2150,41,162
2916,1,162
3525,41,1
2099,41,1
10647,1,41
5957,41,241
6842,41,162
6516,41,162
6316,41,162
8512,41,241
10915,41,162
7317,41,162
