Index,Room_Og,Room_Changed
9863,41,1
9618,41,162
399,41,241
2317,41,162
1640,41,241
8510,41,162
9733,41,162
36,41,162
8849,41,1
499,41,1
10331,1,41
5195,1,162
11198,1,241
9799,1,241
13095,162,241
8449,41,1
11231,41,241
12598,41,162
10535,241,162
5081,241,41
3030,1,162
7716,41,1
8497,41,1
9775,41,162
5671,1,241
3671,241,41
10986,1,41
535,1,162
4448,1,41
6418,41,241
4642,41,162
9791,41,162
6512,241,162
10262,41,162
3672,241,162
6472,41,1
11394,41,162
1979,41,162
4115,41,162
1216,41,162
11109,41,1
9833,41,241
4621,41,162
12313,241,1
1309,41,1
5595,41,1
1796,41,1
11095,41,162
9867,241,162
10182,41,241
8074,41,162
7230,41,241
4675,1,241
5664,241,1
2651,1,241
12341,1,41
5208,241,41
9491,41,241
10510,162,1
9573,41,162
9704,41,1
9199,41,1
9322,1,41
6871,41,1
1661,41,1
8946,41,1
11814,41,1
5032,41,162
10579,41,1
494,241,1
10583,1,162
9313,241,162
7852,41,1
1273,1,162
11141,41,162
7510,241,162
1857,41,162
6103,41,162
9961,41,162
8601,1,162
1488,41,162
11868,1,241
7273,1,162
5858,41,241
3886,41,1
6033,241,162
11858,41,162
5880,41,1
3919,41,241
12480,41,241
2276,41,1
8723,41,1
52,41,162
368,41,162
9277,41,1
10014,41,162
3921,41,162
5490,41,1
3389,41,241
1569,1,41
7415,41,1
12203,41,241
5112,41,241
12282,41,1
11342,1,241
8412,241,162
11833,41,241
7553,41,162
3381,241,41
2165,241,1
12479,41,1
2898,241,1
2126,162,241
2019,1,41
73,41,241
8182,41,1
8692,1,241
3482,41,1
4215,41,241
3514,41,241
5841,41,1
10409,41,241
12822,1,162
7342,41,241
8820,41,241
6522,41,241
4528,41,241
7223,241,1
9958,1,41
2431,1,162
6338,41,241
3171,241,162
6983,41,162
10162,41,241
11356,41,241
11703,241,41
3471,41,241
8199,241,162
8831,41,1
9460,41,241
5020,241,41
1284,41,241
5895,1,241
12309,41,241
10962,241,41
10957,41,1
9284,241,1
6041,41,1
7323,241,1
13056,41,241
4059,41,1
12249,41,241
11069,1,41
1345,41,1
7767,41,162
12604,1,41
12826,41,1
1265,1,162
11448,1,241
6541,41,1
9374,241,41
5469,41,1
1627,41,162
12218,41,1
11598,241,162
2008,41,162
8472,1,241
4782,162,41
2499,1,241
4505,1,162
7668,1,241
6454,241,41
3081,41,1
8531,41,1
2229,41,1
9532,1,41
11420,41,241
3038,41,241
8070,1,241
6245,241,162
11610,41,1
4288,41,1
1060,1,241
4550,1,41
10766,41,1
8048,1,162
2770,41,241
2442,41,1
8836,241,41
6021,41,241
12365,41,162
1767,41,1
4260,41,1
10873,41,241
9584,241,1
9255,41,1
1852,41,1
594,41,241
2282,41,162
3031,162,1
7608,41,162
11180,41,1
6474,41,241
4649,241,41
8480,1,241
6145,41,241
5425,41,1
5953,41,241
11271,41,1
2418,241,162
8427,1,241
8716,41,241
8192,41,241
8125,241,1
13083,1,162
4601,241,162
6722,241,1
9891,41,241
12881,41,1
11574,41,1
11319,41,241
7430,41,241
12512,162,241
12733,41,162
9371,241,1
12561,41,241
4858,41,162
12361,41,1
2208,41,162
4162,41,241
2905,41,241
6544,41,1
12373,41,162
2519,41,241
11093,162,1
8217,41,162
1815,41,1
11208,41,1
12764,241,41
7691,41,162
7682,41,162
7153,41,241
7738,1,41
8744,41,162
8414,41,162
3208,41,1
11191,41,1
6244,241,162
1862,41,241
12774,41,162
7025,41,1
9469,41,1
10123,1,241
1090,41,1
9575,41,1
4785,241,41
3091,41,1
1263,1,241
10096,41,241
4549,241,41
5490,1,41
8467,41,162
4668,41,1
1207,241,162
12038,41,241
1991,41,241
591,241,41
12001,41,162
5529,41,162
5720,1,41
13029,241,41
7503,41,1
3023,41,162
8349,41,241
7780,41,1
808,41,241
2073,162,1
2421,41,241
11164,41,241
6312,41,241
6156,41,1
6679,1,41
5068,41,241
9021,41,162
10788,41,162
12358,41,241
7990,41,162
4477,41,1
7209,1,241
8166,41,162
8965,41,162
2858,1,162
11731,41,241
1761,41,1
3647,241,162
7605,41,241
8578,1,41
2603,41,162
10786,41,241
12059,41,1
11593,41,162
4728,1,241
7161,41,241
1303,41,1
12132,41,1
11932,41,1
12634,41,241
7633,1,162
5803,41,1
3643,41,162
9890,41,241
2455,41,241
6684,41,1
4375,41,162
6445,41,162
11672,41,162
8245,41,241
5894,41,1
6797,162,241
12023,1,41
9487,1,41
8823,41,162
95,241,162
9625,41,1
12689,41,241
1791,41,162
10578,41,162
12191,1,241
12290,1,41
4057,41,1
3687,41,162
7643,41,241
4190,41,241
4583,41,162
535,162,41
7072,41,241
2684,1,162
11473,41,162
11589,41,1
6771,41,241
5725,1,41
1594,41,162
1443,41,241
9367,41,162
10537,241,41
3512,241,162
1582,241,41
2773,41,241
9721,41,1
5061,41,241
1932,41,241
654,41,241
5283,1,41
4732,241,41
1760,41,1
12459,162,1
3676,41,241
11377,41,162
4137,41,1
6153,41,241
4259,41,241
10467,41,241
2285,162,1
3355,41,241
7876,41,1
367,1,162
9176,41,162
12481,41,1
8338,41,241
12165,41,162
7427,41,162
6658,41,241
449,41,241
3703,241,1
12993,241,1
12655,41,1
1298,41,162
4148,241,1
9356,41,241
445,41,1
1346,41,241
1221,41,162
