Index,Room_Og,Room_Changed
9408,41,241
9181,41,1
10291,41,241
1534,41,1
6347,41,1
12720,41,1
7374,41,162
2809,1,162
12058,41,241
7600,41,162
9356,41,162
640,41,241
6019,41,1
2876,41,162
5198,41,1
10691,241,1
9112,41,162
3187,1,41
10434,1,241
6786,41,162
12811,241,1
6009,41,241
4430,41,162
12817,241,162
552,41,162
6199,41,1
513,41,241
8264,1,41
839,1,241
9467,41,241
10165,41,1
2695,1,162
12210,41,1
5765,41,162
10548,1,241
9767,241,41
3660,41,162
3269,41,241
1923,41,241
9562,41,162
4366,241,162
7378,41,162
2599,41,241
10774,241,41
11793,41,241
4022,1,162
5089,1,162
9265,241,162
9876,41,162
10546,41,241
5140,41,1
1953,241,1
7132,41,162
10221,241,162
1623,241,41
3598,1,162
11873,1,241
7228,41,1
8215,1,162
4543,41,241
11769,41,241
5733,41,162
5534,41,241
9430,41,1
8012,41,241
11264,41,1
5931,41,162
141,41,1
10209,41,1
6669,241,41
11220,1,162
12383,41,241
10472,41,1
11895,41,162
12467,41,1
8305,241,162
6638,241,162
5993,41,1
1699,41,162
649,41,241
2798,241,162
5115,41,1
496,41,241
7526,1,41
6412,41,162
923,41,1
11668,41,241
3977,41,162
4370,41,1
9714,241,41
6151,41,1
4848,41,162
11123,1,162
11605,41,1
15,241,1
4315,41,1
7163,41,1
6504,241,41
8839,41,162
1117,41,241
5454,41,1
749,41,1
609,41,241
11904,41,1
10954,41,162
8132,41,162
7670,241,1
10124,1,41
12044,1,162
1240,41,1
11657,1,41
12941,41,162
3800,241,162
4367,41,1
2645,41,162
4583,41,162
1505,41,1
5528,41,241
12879,41,241
11001,41,162
3532,241,1
11034,41,241
8149,41,1
6693,41,1
8449,241,1
4742,41,241
2202,41,1
1978,241,41
7861,41,241
11364,41,241
383,41,162
