Index,Room_Og,Room_Changed
1844,241,162
8636,41,162
7858,1,241
9626,41,241
5060,41,241
2757,1,241
5591,41,162
8639,1,41
12293,41,1
7188,41,1
3864,41,162
2369,241,162
9465,41,162
7503,41,241
587,1,162
4758,41,162
162,41,1
12143,41,241
8844,241,162
370,41,1
12737,41,241
8361,41,162
13124,241,41
2558,41,1
12153,1,41
11652,41,241
2725,41,241
3766,1,162
8814,162,1
1731,1,241
458,241,162
12017,241,162
2764,41,241
10261,41,162
3808,241,162
5077,41,241
6667,41,162
4974,241,162
3953,41,162
12693,41,241
247,41,241
5773,1,241
11979,1,41
3756,241,162
4402,1,162
5890,41,1
524,41,1
2310,41,1
10362,41,162
10764,41,241
9639,241,41
13114,41,1
1876,41,1
2992,41,1
2505,41,241
8288,41,1
9336,241,41
10674,41,241
679,241,162
9526,241,162
4338,241,41
3782,41,162
7508,41,241
7322,241,41
9781,41,241
10639,241,1
2744,41,162
11722,41,1
9096,41,162
6887,41,1
9987,41,162
134,41,162
1941,41,241
10680,41,162
1933,41,241
11834,41,241
5398,241,162
5827,41,162
1167,1,162
5501,41,162
1670,41,241
7524,41,241
9143,41,162
4793,41,1
4876,1,241
11060,41,241
10193,162,241
10611,41,1
12680,41,1
3746,41,1
4643,41,1
861,41,162
10648,41,162
6801,41,241
1520,241,162
3956,41,241
7963,41,1
184,41,241
11627,41,1
9700,1,162
8556,41,1
10741,41,241
3388,1,241
4698,41,162
9277,1,41
7681,1,41
8144,41,1
8187,41,241
6694,41,241
5339,241,41
12038,41,162
5438,41,1
5285,241,1
3542,241,1
6945,1,241
10649,1,162
9707,241,162
1431,1,241
1931,41,1
8380,41,162
12980,1,241
7675,241,162
8409,41,1
4522,41,162
10533,241,41
9453,41,1
9795,41,162
7458,241,162
6194,241,41
10023,41,162
5038,1,41
