Index,Room_Og,Room_Changed
11114,41,241
10374,241,1
4037,41,162
12463,241,41
8436,41,241
1707,41,1
10569,41,1
2928,241,41
4249,41,1
12666,41,241
12986,41,1
11327,1,241
11066,41,241
4598,41,1
2562,41,162
12882,1,41
12032,1,41
761,41,162
9716,41,162
2248,41,241
7428,41,162
4497,241,162
7568,41,1
9007,41,162
6042,1,41
495,41,241
12340,241,41
2931,41,1
4810,41,162
11929,1,162
3993,41,1
1213,41,241
5138,41,241
6948,1,162
3793,41,241
7206,41,162
2064,41,1
6216,241,162
5307,41,241
10481,241,41
607,41,162
5024,41,241
5405,41,162
3299,241,1
12690,41,162
3688,41,241
6820,41,241
3585,41,1
12110,41,241
1483,41,241
10361,41,241
4711,241,41
582,41,162
4803,41,241
1823,41,1
1624,241,41
70,41,1
1443,41,162
8366,41,1
442,41,1
11639,41,241
3926,1,241
7631,41,1
11661,1,41
10596,1,241
7868,41,162
4765,41,1
5434,41,162
10925,41,162
4414,241,41
888,41,1
7487,241,41
7363,1,162
2596,41,241
5265,41,1
9831,41,1
1598,241,1
2894,41,1
5101,241,162
9947,41,241
9326,41,162
2381,1,162
5960,41,1
8763,41,162
4966,1,41
5313,241,41
408,41,162
3125,41,162
2296,41,1
9049,241,162
13078,241,1
385,41,1
1053,1,241
4256,41,241
3484,41,162
5190,1,241
8036,41,241
10017,1,162
9284,41,241
8451,41,241
7769,41,241
11232,1,241
10816,1,41
5822,41,1
1224,1,162
12767,41,162
524,41,162
384,41,1
12609,1,41
12017,241,162
5455,1,241
10490,1,241
10687,41,1
9433,41,1
7625,241,41
11179,1,162
2847,41,162
422,41,1
943,41,1
987,241,41
848,1,162
10551,1,41
365,41,241
1112,41,1
5758,41,1
11417,41,241
9637,241,162
8073,41,162
2814,1,41
7077,41,241
10220,241,162
