Index,Room_Og,Room_Changed
1580,241,162
7279,41,162
6377,41,162
12351,41,1
2240,41,1
8264,1,41
6994,41,241
5514,1,241
8185,41,241
4675,41,162
1004,41,241
10943,41,162
2238,241,162
9908,41,162
3386,41,1
7670,241,162
7499,41,241
3979,41,241
12557,1,162
12409,241,162
1806,41,241
9104,41,241
13087,1,241
2450,241,1
760,41,241
2745,41,1
3549,41,1
13123,241,1
4222,41,241
2132,241,162
3669,241,1
2098,41,241
12298,41,1
944,241,1
5925,41,1
1338,41,162
6823,241,1
8566,41,162
11630,41,1
11941,162,241
10180,41,162
3229,1,241
2808,41,162
8668,41,241
2008,41,162
3512,41,1
3718,41,241
10506,41,1
10065,41,1
3436,41,162
4765,41,241
8450,41,162
6663,241,1
12403,41,162
3361,41,1
12853,41,162
6907,41,1
4434,41,1
12550,241,162
1734,41,162
1156,241,162
3400,162,241
2795,41,1
7320,41,162
1498,41,162
4869,241,1
10219,241,41
8552,41,1
11631,41,241
9786,41,1
6507,41,162
13044,241,162
1519,241,162
1807,41,162
6024,41,162
6954,41,162
12405,1,162
2536,241,162
9496,241,1
11236,1,41
2756,1,241
6866,41,1
6143,41,241
5423,41,241
3002,1,41
8358,1,241
8184,41,162
8851,1,241
4075,241,1
4518,162,41
5180,241,1
4910,41,1
11602,41,1
5081,241,1
6590,41,162
9408,41,1
2209,241,41
497,41,162
9866,41,1
1413,241,1
12789,41,162
6535,241,1
3717,41,162
12650,41,162
3697,41,241
10182,41,1
8808,41,1
7549,41,162
2064,41,241
392,41,162
2221,41,1
12549,41,241
857,41,241
7828,1,41
10145,41,162
10884,41,162
1345,41,1
12696,41,162
11800,41,162
3788,41,1
7140,241,162
12930,41,1
10619,41,162
9125,241,41
2357,41,162
5696,41,162
6093,41,1
3432,41,162
636,1,162
2086,241,41
3387,41,162
