Index,Room_Og,Room_Changed
9821,241,162
3554,41,241
6982,241,162
11618,41,1
4442,241,1
12203,41,162
3412,41,241
1789,41,1
9084,41,241
9697,41,1
633,41,241
7551,41,162
9886,41,162
3093,241,41
1821,41,1
3125,41,1
4328,41,241
12680,41,241
12617,1,241
6431,41,1
8918,1,41
11424,41,241
1112,41,241
4761,241,1
9372,241,41
5075,41,241
1470,241,1
7020,41,1
3290,41,1
1885,41,241
10896,41,162
8595,41,162
1985,41,1
7176,41,241
641,41,162
10970,41,162
10212,41,162
5188,1,241
7642,41,1
9006,1,241
10443,41,1
8255,41,241
4776,41,241
8478,41,1
4924,41,241
9347,41,241
8734,241,162
3463,41,241
11186,41,1
2815,41,1
11693,41,1
11541,41,1
3012,241,41
3568,41,1
9588,41,241
5528,241,162
2310,41,162
11273,1,41
9732,41,241
12825,41,1
153,41,162
1236,241,41
7833,241,1
5498,241,1
7083,41,241
6016,41,162
13095,162,1
3963,241,41
6846,41,241
6835,41,1
7714,41,241
3763,1,41
6601,41,162
10374,241,162
11572,41,162
823,41,162
7530,41,1
11999,41,162
10520,41,1
9278,41,1
2764,41,1
645,41,1
7125,41,162
9197,41,1
6972,41,1
3577,41,241
7944,1,162
8651,41,1
9069,41,162
10256,41,241
3782,41,1
11532,41,241
9470,41,241
1654,41,241
6420,41,1
12015,1,41
1872,41,162
3784,241,41
1366,241,162
10676,41,1
11942,241,41
4737,41,241
3785,41,241
8803,41,162
11093,241,162
11348,41,1
5323,41,1
6325,41,162
5707,41,241
10330,41,162
12353,162,241
5527,241,162
403,241,1
10003,241,162
10738,41,1
4613,41,1
3188,41,241
12259,41,241
2622,41,1
12441,41,1
2210,41,241
2934,241,1
2173,1,41
12779,241,41
9930,41,1
8078,41,162
10757,41,1
1259,41,241
7384,41,241
2994,41,241
7654,241,1
