Index,Room_Og,Room_Changed
4163,41,1
6412,41,162
9848,41,162
10632,41,162
12955,41,241
7905,41,162
2851,241,162
4349,1,162
12209,41,162
1429,41,241
1286,41,162
11526,41,241
695,162,241
1796,41,241
2808,41,162
12207,241,41
9726,41,162
664,41,1
13053,241,162
12294,41,241
11346,41,241
9886,41,1
6924,41,241
8971,41,1
4364,41,162
7738,1,241
12572,41,162
11819,1,41
6781,41,162
2101,41,162
13138,41,162
11623,162,41
8087,41,241
2111,241,41
724,41,162
3410,41,241
8752,41,241
10919,1,241
11011,241,41
7966,241,41
1114,1,162
1299,41,162
2902,41,1
12406,162,41
1108,41,241
11338,1,162
4236,1,241
5175,41,1
12147,41,1
6269,241,162
8404,41,241
6415,1,241
12440,241,162
1192,41,241
6422,41,241
10311,41,241
5504,41,162
8878,41,162
12758,241,41
903,1,241
11173,41,1
7730,41,241
12077,241,162
12915,41,241
10732,41,162
6904,1,41
12603,241,41
7568,41,162
2030,41,1
9221,41,241
2713,162,41
4440,41,162
12123,241,41
5186,241,1
9113,41,1
8154,41,162
3629,41,1
8240,41,241
7181,41,241
11213,41,1
1528,41,1
5324,41,241
9096,41,162
6130,41,162
7411,241,1
2766,162,41
2911,1,162
7843,41,241
6319,1,41
4282,41,1
11585,41,162
1471,41,241
5812,41,1
8376,1,41
6796,1,241
7641,41,241
2618,41,1
841,241,162
2513,41,241
8896,41,162
8730,1,162
4597,241,1
3981,41,1
3839,41,1
626,241,1
9586,241,41
10544,41,241
4945,41,1
8695,1,241
6757,41,1
4774,41,162
1168,1,162
4281,41,1
1945,41,241
10263,41,1
357,241,1
3354,41,162
12194,41,241
11,41,241
11065,41,241
9403,41,241
5457,41,1
9801,1,41
1379,1,41
12661,41,241
1951,241,162
5833,1,162
12993,241,1
7732,241,41
4481,41,1
7805,1,241
