Index,Room_Og,Room_Changed
13027,241,41
9110,1,162
8951,1,41
687,41,162
10390,41,241
8687,41,1
604,41,241
3907,41,1
10817,41,162
3719,1,41
5838,41,162
4504,41,162
380,241,162
2011,41,162
7887,241,41
11475,41,1
7423,41,162
10392,41,162
4275,1,41
7315,1,41
2438,1,241
6943,1,41
1346,41,1
11438,241,1
2217,241,41
645,241,162
5507,41,1
3265,41,1
8418,241,1
4232,1,41
4700,241,1
8833,1,241
4981,41,1
4565,41,162
175,241,1
562,1,162
11825,241,41
6284,41,1
925,41,241
2541,41,241
6952,41,241
3066,1,41
3504,41,1
10415,41,1
6743,241,162
2590,241,162
6326,41,162
10685,41,241
5941,41,1
2857,41,1
1710,41,241
954,1,41
4470,41,162
1663,41,241
3626,41,162
9154,41,162
1273,1,241
1679,41,1
1570,241,1
12691,41,241
431,241,41
8809,41,1
1735,41,162
6961,41,1
9553,1,162
377,41,162
5822,1,241
10937,41,162
12187,41,241
7863,41,162
9312,241,1
2273,1,241
4759,41,241
5325,41,241
208,1,41
543,41,1
4119,41,241
2483,1,241
10880,241,162
920,41,1
7103,1,41
9640,1,41
9644,41,162
2751,41,1
9252,41,162
1148,41,162
830,41,1
11524,41,1
10502,41,241
4468,41,1
5970,41,1
10009,1,241
9435,1,162
7132,41,1
9538,41,1
5751,41,241
8591,41,1
8152,241,1
10554,41,162
12472,41,162
8737,1,162
7692,41,1
1723,41,241
9117,1,241
12386,41,1
1459,41,1
3279,241,1
12221,1,41
7002,241,162
11588,41,162
9445,41,1
10715,41,162
5084,1,241
1754,41,1
8495,41,241
8756,41,162
4487,1,41
10520,41,162
8416,41,162
8651,41,162
9290,241,41
12143,241,162
3171,241,162
7281,41,1
11770,41,162
7481,41,241
9301,41,241
3901,41,241
11060,241,41
3185,41,241
5782,41,241
