Index,Room_Og,Room_Changed
5345,241,41
7004,41,1
8770,41,1
6606,41,241
11616,41,241
3023,1,41
9192,41,1
10302,41,241
2901,41,162
6398,1,162
961,1,241
994,41,1
10137,41,162
12590,41,241
3573,41,1
10598,41,162
9831,41,1
591,241,1
9057,241,41
3265,41,1
11542,41,241
4462,41,162
11765,41,162
6924,41,162
7451,41,241
8440,41,162
4408,41,1
10641,41,1
5702,41,162
5877,241,162
4357,41,241
237,41,162
1252,41,241
6505,241,162
327,241,162
5857,41,1
2542,41,1
5755,41,162
7838,241,1
7287,41,162
1788,41,241
1914,41,241
7358,41,1
1944,241,1
3959,41,1
12030,41,1
6703,41,241
10391,1,41
12318,41,1
6283,41,162
10866,1,41
4976,241,162
7882,1,41
9434,1,41
6243,41,162
2813,41,162
5423,241,162
9207,1,162
9551,241,162
11525,41,241
2198,41,162
4920,41,1
179,41,241
7903,41,162
4071,241,41
13114,41,162
2443,41,1
4988,41,162
7690,41,162
1659,41,241
10538,41,162
1649,41,241
2100,41,1
8852,1,162
5955,41,1
666,41,162
9572,41,162
786,41,1
1471,41,241
751,41,1
8926,41,162
7975,41,1
8494,41,162
12630,41,241
10386,41,241
11239,1,241
10669,1,162
12694,41,1
3848,41,241
4142,41,162
10431,241,1
5918,41,162
4978,1,41
5750,41,241
6616,41,241
9018,41,1
6314,41,1
6815,41,162
9828,41,1
8557,41,241
95,241,1
7148,241,162
3538,41,241
10228,41,1
12252,41,1
5325,41,1
4830,41,241
4606,41,1
369,41,162
2613,41,241
4708,41,162
12045,41,1
1701,41,1
317,41,1
9586,241,162
9063,1,241
3087,241,41
12362,41,162
3924,1,41
6962,41,241
8215,1,41
2556,162,41
11300,241,1
2166,241,162
12144,241,41
7302,41,1
10307,41,1
6693,162,1
3083,41,1
1344,241,41
9045,41,241
