Index,Room_Og,Room_Changed
11526,41,162
296,1,41
6261,41,241
8462,41,241
4668,41,241
3356,41,1
7352,241,162
2312,41,162
10329,1,241
8079,41,162
9642,1,241
7999,1,41
1661,41,241
12796,41,162
8314,241,41
6102,41,241
5459,1,162
9273,41,241
7873,41,1
4850,41,162
2288,1,241
4771,1,41
1789,41,162
9586,241,162
4797,41,241
4033,41,1
9409,41,241
12331,41,162
11824,41,1
1651,241,162
13028,1,162
10715,41,1
4282,41,162
9722,41,162
8762,41,241
4096,41,1
5930,1,241
5330,41,1
3253,41,1
5297,41,162
6296,241,1
7703,41,241
12409,241,162
1755,162,241
1640,41,1
1850,41,241
2128,41,1
5156,241,1
3254,41,162
12023,1,162
7420,1,241
915,41,162
2642,1,162
5972,41,162
3733,41,241
7638,41,241
9606,41,162
10179,41,241
9010,1,41
5773,1,41
2646,1,241
1122,241,1
10293,241,1
6571,41,241
10235,41,162
4832,41,162
9848,41,1
3560,1,162
9175,41,162
9413,41,1
2136,41,241
9556,1,162
7448,41,162
4861,241,1
1620,41,241
5759,41,241
7022,41,1
10661,41,162
4218,41,241
7347,41,241
551,41,1
8836,241,162
5340,41,1
485,241,162
49,1,41
11760,1,241
4904,41,162
2662,241,41
2191,41,162
3099,41,1
12275,241,1
216,1,241
7368,1,241
13085,41,162
3949,41,162
6359,41,1
10921,41,241
4351,41,162
6735,41,1
2639,241,162
4147,241,1
4730,241,1
1157,1,162
11950,41,162
9003,241,162
3817,1,41
9004,1,241
9234,41,241
5573,41,241
6127,41,162
721,1,241
6928,241,1
10467,41,1
11071,1,41
10941,41,241
3339,1,241
11943,241,41
12732,41,1
11678,241,41
12562,41,162
12102,241,41
1865,241,41
4320,41,162
5360,41,1
9070,41,162
8305,1,241
6502,41,162
11009,241,41
5750,41,162
5477,41,1
1258,241,1
11895,41,162
5097,41,1
5286,241,41
5237,241,41
5459,162,41
1299,41,162
4159,41,241
646,241,41
8049,241,41
410,241,162
7818,41,1
1686,241,1
10686,41,241
178,41,162
2511,41,1
2662,41,1
4136,41,241
9059,1,41
6670,1,41
7201,241,1
6986,41,162
9156,41,1
6246,1,162
496,41,162
12928,1,162
6174,41,1
8124,241,41
2432,1,241
6957,241,41
1491,41,1
1708,41,241
1875,41,1
9797,1,41
9205,41,241
1157,162,241
11642,41,1
4452,1,162
686,41,241
1528,1,41
6406,241,41
3631,41,162
7450,41,1
864,41,162
761,41,162
5660,241,1
9471,1,241
7765,41,241
1647,41,162
10598,41,162
3126,41,162
7722,1,162
8882,41,241
8942,241,1
8191,41,241
992,41,241
8506,41,1
3794,41,1
2858,1,241
10414,41,162
4100,241,162
10696,41,1
1443,41,1
4657,241,1
10631,41,162
7379,1,162
4272,41,241
5523,41,241
6044,41,1
12703,41,1
2514,41,241
3073,41,162
1474,241,1
8181,41,241
1997,41,241
480,41,162
5834,41,241
66,41,162
3527,41,1
5368,241,1
4985,41,241
6097,41,162
6413,1,162
1483,41,241
10789,41,162
11486,241,41
4683,41,1
3737,41,1
8733,41,241
11181,41,1
7154,41,241
1151,41,241
7470,41,241
4123,241,162
7299,241,41
3578,41,162
8516,41,241
492,41,1
1144,41,162
3502,41,162
1389,41,241
86,241,1
9996,41,1
8228,1,241
8474,1,241
2333,1,162
275,41,1
5857,41,1
11631,41,241
9805,1,41
8600,1,41
11336,1,241
10829,162,241
8539,41,1
9921,41,1
9849,241,162
12011,41,241
4086,41,162
6151,41,162
9329,1,241
2080,241,41
11085,41,241
10254,41,241
10099,41,1
8495,241,41
7805,162,1
7558,41,162
4412,241,1
1816,41,1
1863,241,1
2051,41,1
12312,41,1
10763,41,1
4684,41,1
4461,41,241
7369,41,1
8384,41,162
3318,41,162
11982,41,241
1970,241,1
6434,41,162
379,241,162
3355,41,241
11068,241,1
6242,41,1
8789,241,162
7640,41,241
12402,41,162
6351,241,41
5057,41,1
5467,41,162
4334,241,41
8411,1,241
9324,1,41
8847,1,241
3565,41,162
8006,41,241
941,41,1
4643,41,241
3778,41,162
8277,41,241
10996,41,162
11847,41,162
9108,1,41
2271,1,162
8130,41,1
1593,41,162
9106,41,1
9828,41,1
12927,1,41
6092,41,1
5424,41,162
426,41,241
